Coment,Status
ratakata giya kalak vahane dora arinna ekek help kare ne ara manussayata me aparade karapu un tama nidalle rate maha un ponnayo ekai me serama dewal okunat chance denna epa tatwat,Neutral 
malinga chande ellapan uba dinanawa me rate niliyo chande ellala dinuwa nam ubata gamakma ne hoda pakshekin ellala uba oya ubata kenehilikam karapu unta pennapanme rate minissu ubata ennawa kiyala pennapan,Neutral 
mawa bana bana balanne ai kiyala ahana ayata apita ganu daruwo ennawa maki hithanne lankawa europe ratak kiyala hitha gena dagalanawa mun mokatada ganu wela epadune patta blli,Neutral 
salli karayo laga kawadda manussa kama kiyana aka thibuna okkotama kalin karanna thibuna watapitawe kattiyata ke gahana aka nemeda paule kattiya bella ahinsaka jivitha billata dunna paukarayo daduwam kala yuthui maweni aparada karuwanta,Neutral 
samitha auntyge bf ta amma thaththa kenek nadda mewa e aya balan inne kohomada  🤔 🤔 😓 😡 🤢 🤢 🤮 ane manda lankawa dn tiken tika anith ratawal walata deweni nah bala paramparawa gena patta dukai me jarawal dakiddi,Neutral 
me baudda rate me wage sanskruthiyak nethi kisima wedagathkamak nethi samaje wikrurthi karana me wage jaha jara hirikitha ketha video danna epa yakoo me lassana rata winasa karnna epa baladarini obe awadanaya pinisai,Neutral 
world class player kenek inne kushal perera witarai man wedda kiyala lokema dannawane but anith cabbo from une mokada aluth dena and kushal game eka aran giye issella munta army terning denna one,Neutral 
maha pissuwk me ishi kiyna kellta thiyenne video wala krnneth ekma de ehta wnenwa mhet wnenw kata ada krnwa haiyen hina wenw ekh bln inn apita penne ykek whichcha gniyek pissu ntnwa kiyl ,Neutral 
podi eka pawa dannawa madush inne arakshaka ansa yatathe bawa call karama hamu wenna enne mona kudu karayoda awanam ehema enna ona polissiyen unta kiyanna ethi ewith muta thiyapan kiyala,Neutral 
bus ekaka siit k vithara wenkaralama thibboth mokada babala wadan inna ayatamanethuwa lankawe aun hadanda be hoda aya nethuwamath nemei sit aka dunnath eka apasu wenakenekta diila yana minissuth innawa,Neutral 
samitha ::saddhasila sawamin wahansaga banatikak ahala ruwanwali sa rajanan wahansa wahala samawa ganna bonawata waradi wada samajayata muda harinawata  😭 😭 😭 😭 😭 🙏kanagatui oya loku lamai enna ammak kohamada duwa kasada bandanna paw samawanna karunu guruwariyakata kiyanna unata  🙏,Neutral 
kasippu karayagen ganja karayagen keeyak hari aragena unge bothalayata yata una kisima puhunuwak nathi gon harak tikak ne police office ekak paththata nikamata gihilla blapalla ali wrdi walatath duwana un inne gam walin apu rilau,Offensive 
ai ban me kimbata hukanna gye inna kalla madida baduwak ghpnko ban mekige voice record ahalath tnwa lajja nathuw ekiw sudda karanwane palawenu record eka ahuwm uba ela kollek kyla htuwameka ahuwma ubath chithyak ban ,Hate
maruna manussayage athmetawath me yakku inna den nane yako oita wada eha giya jara weda karapu lankawe popular kiyak innawada ane manda lankawath europe asia wage modern wenna gihin burn wenna yanne,Hate
me huththige puthala hinda thama ada ape rata winasa wela thiyenne thotath duwek innawa neda ballo thoge duwathloku wela thoge video balaine pahara wada karanna epa manussayo thota yanna apayaka hadanna wei,Hate
eeeya kakul eliya davena enne hari lassany kiyala hithala wenna athi me wage asikitha badu prdarsana karana prograam walata wadaa duppath ahinsaka karakiya ganna deyak nthi manussayo gana ratata koya deepalla kalakanni,Offensive 
wan gediyai mol gahen ape gedara karanne piti kotana ekai mona hari kudu karaganna ekai mokakda me mu kiyawanne muge gedara ita wada wada gaththalu mol gahen chik yako  😂 😂 😂 😂 😂 😂,Offensive 
watai gihin anthimata othanata thama annai akama ratak akama neethiyak uru masuth kapan payya kapannethuwa onama kenak wiwaha wandath puluwan halal apaakama ratak akama neethiyakpala wasi thogai ammata hukanda,Hate
metawada heli dodawapu uhn tawath innawane ape rate ewa record karanam meta wada ati ranjan me kisidryak ganakata nogena tamai mahaa kale maha bayanaka kumantrana katha karana kopamana innawada ranjan pissek wage ohe dodaeanawa  😂 😂 🤣 🤣 🤣,Offensive 
daruwo vinoda venna yanne kisima ganak nathiwa upadiyak aran hoda rakiyawak hoyagena lassana jeewithayak gevanawa balanna demapiyo duk vidina hati mulumaninma amathaka karala paw demapiyan ada koitharam gini uhulanawa athida niwan suwa labewa obata  🙏 🙏 🙏,Neutral 
ape rate policiyata hoda puhunuwak dunna nam lokaye hodama eka wennath thibuna eth ape deshapalaka parayo owunta denne ballo nawanba ganige sari katta gahanna wage weda issellama deshapalaka kalakanni tika ayuda pennannz geniyanna ona,Neutral 
filty kiyanne mokekda guu punchekne mekath u wagema ui ara wili lajja nathi kaalakanni ganui ekathuwela karapu marketing ekak amana wadak ithing tharuuna paramparawai podi eunwai wanasanna hondai hiiiiiiiiiiiiii thiyaganin kotte yata laksha dahaya,Offensive 
ane ponna hutto thota ammi ammi uda rata pake sinhala hutta thota pakaya winadi ammi police call ekata thopita eka thathparayak ara ahinsaka minissu wenuwen muda harinna kalakanni henama gahanawa thopita,Hate
putha kiyanawa nangi aharawan awalu thaththa kiyanawa duwa al walaya padam karana nisa api aharan athana edan ennawalu ara ahinsaka paula berila ayala wandi geuwa aka ubala geuwanm mechchara dukak na,Neutral 
kudu wala molakaruwange loku putu hellenakota kudu karayonta aba saranai 😄 ko wedi thiyanna apu anith un polish baraye hitapu eka maruna anith un diuwa 😁 mona unath mu male eka nm hodhai  ☺,Offensive 
yako oka ponna kama dan un gaththena kiyala wenasak nane anika unp eke salliwalatai un yata une ubala hithanawada un bokkenma karapu deyak kiyala paka thamai anika mu kala karuwoda ban,Offensive 
niyamai karapu wade wasiyata desapaluwonge pukath hodana un inna rataka mewage kollo niyama padamak kiyala denawa desapaluwonta dusithayo atthatama desa paluwo harima appriyai unwa ganan noganna taramata jarewen un wahila iwarai,Offensive 
mata pennema muwa pons kenek wagei samahara ballo burana tharam kanne naluheeeyoutube salli godak oyanna athi ne mekenjeewithe zerosalli thibbata wadak nawadagath thanaka geen indawanna puluvan da mun dennagen ekek wathayyo salliminissunta karala thiyana aparade saththu,Offensive 
mn dannawa oya hithanne mn oyata adare na kiyalada ow eka aththaaa eth oya dannawada pana mn adare mage jiwitheta oya dannawada pana mage jiwithe kiyanne oya kiyala  😥 😥 😥 😥 😥 😥,Neutral 
lajjai iraj ubala paudgalika tharahak athi eth thawa manushsayekge jeewithekata pahara gahala hambu karana salli walin kanna puluwanda dawasaka ubatath danei ubage jathake kohomada kiyala hitha ganna puluwan gonnu uda thiyanna epa huththo,Offensive 
abutha chodana nemei musalayo thamusage buildima ne buildima kada wetenna yanne kiyala umbalata theruna nisa ne penala giye penala yanna issara kegahala kiyanna thibunane neighbours lata oya mongal puthata beri unada kegahala kiyanna,Offensive 
para tambi hatta netiyata garukaranda bari munta vaditeyala maranda ona tavat munta oluva ussanda dunnot sinhalaya evarai janadipati tumani apha sinhala baubbakama raka danda obata pen nati unot loku beesanayak ati vanavanava aniva,Offensive 
kondak athi un dennek dakka sathutui aththatama me uda comment dala thiyana godak unta game pol gediyak kadapu horekuta gahala banala erehi wenta kondak thibbata me wage loku horunta erehi wenta kondak na,Neutral 
u n p eke badumkara dansalin passe thiyapu palaweni dannsala u n p un thaniyama ne kawe badam kare dansala unta hithata madi kamak wenna ethi me ahisaka janathava mudal dansal dena kota,Offensive 
oi cricket board ekata betting walin ena salli enne nane hama foreign tour ekakatama salli hambenawa loku ganak ekane ape ewunwa tour yawwe palenakan lankawe tour ekak thibunama tickets walin arawain mewain ena salli enawa,Offensive 
meeta passe mu binthu gehuwuth kawruth mokuth kiyanda hoda neha kawade hari gahai muge kathawe gehuwe nethuvunater filed karala dunnalu ahanang th man ekata thama sudusu hemoma benne ayage pawdgalika tharahater nemeine akath therumganda beriyeka,Offensive 
akke man pregnant wela dan  weeks wenawa man thama hospital ekak wath doctor kenekwath choose kale na man private hospital ekak balanne friendly doctor kenek ekka oya channel karapu doctor and hospital eka mokakda kila kiyanna puluwanda ,Neutral 
thopi oy waradikarayo wge pennna kella lankawe dwsk hoda tanaka inna one kenek minissunw waradikarayo pennanw wge apahasuthawayat path krnnepa pennanna deyak ntnm balu bettak pennapn oit wda hodai gom meadia karayo,Offensive 
issara ammalata owa tibune ne anith de thamai duppath ammala innawa baby soap ekakwath ganna salli nati aya innawa ewage duppath ammala mewa balala duk wenawa atii eyala karanna widiyak nati nisa ,Neutral 
hutho uba hithan ine pora kiylda wesawo ohma sakili wda karanda apa thot akkala nagila nda para tiyagna oya wage hukana kata ahda apitath asai pom karnda kalin balpan pomm wenwada kiyla ,Hate
kakti wasiyak man danna wa makiwa maki minha ibbi wan misun akka nida gathha akiyk game dank witara makita bahala kaki usawi tiranya usawi tiranyak nowai sameta mandlyak pamenai yoduwa wardak atnam uswiyanna achari,Hate
ape lankawa sundara ratak unata eke jeevath wenne amuma amu thirisannu thuuu vitharak puduma thirisannu muslim ratawal hodai mita wada hena gahanawa mewage weda kerana unta pake nithiyak thiyenawa eka hodai ballata mata ena kunuharapa katata  😡 😡,Offensive 
hiru-nikcers weratta paasi okita wili lajja nae mae wage wal balliyoda mahajanayage niyojithayan widihata paarlimentuwe inne mahinda hariyata hari mae gaanita thank nodun eka eunaata batalalnda ranil gona mae ballita thanak dunna daen penawa neda outath garahana hati,Hate
sarge katha harima watinawa sar mamath mawa epa kiyana kenek passen thama yanawa mata thamai sar mn watena hama welawakama sarge kathawak ahala ayeth shakthimath wenawa,Neutral 
modda yakkuna oya lamayaga munna pannana appa a lamayaga munna lokkattama pannuvahama kohomadda a lammaya parra bahalla yanna dan lankava un brandiix akka kallanta banapu kattinma oya lamayatatt banii corrina boo karra kiyala,Neutral 
thamusege bell ekata payin gahuwanam hari thama manussayo ratata wadak athi deyak karanawa apathayek wela marenne nathiwa ammawa wikunala hari salli hamba karai marena dawasa mathak kara gannawa ethakota hoda deyak karanna hitei,Offensive 
mekath thoge neweida kohomada kunuharapa walata dana wal badu hinahawa hiki hikiya dan mokada kiyanne mekath hadapu ekakda puluwannam kiyapan ekai thunai ubenam deka ammageda rate minissu modana yako bath kanne thanakola newei,Offensive 
ape ratata hari yan na namut ape pirimi mekata comment dala thiyenne okkama hoda pirimi wage mama danna kipa denek innawa meke comment dala eun rata gihin karapuwa oita anthai boru baila yalu  😃 😃 😃,Neutral 
ane kele guna dane nati abiman oyageate eli eli ine mini maruwa lassanata gona pata dada me ktwa digasana danawa nikan boruwata me mini maruwa arsa karnwa mek adsaka thumata karna ona wadkne,Neutral 
amuth manussakama ada koheda anunge deyak araksha karanna gihin wedi waduna oyata udawwata awe dennai jiwithayaka watinakamak nadda ada wate ki denek karakki karakul hitiyada vahanaye dora arala denna ekek na mun minissuda,Neutral 
mana aniwaren hari dee karanawa atislata mala penala ne itin oya kattiyata ara mongaklee gena tirnayak ganna tibunaneee ewata kata weda ne sinduwata kiyawanawa hena gon ane manda mewa sinduwa pahara supiri jaya wewa man,Offensive 
munta hena gahai kegahala kiuwanam watema minissunta kalakanni nisa ahaka hitapu asarana pawulak jeewithayen wandi gewwa ane ara asarana podi daruwa dekkama papuwa pelenna enawa kochchara ridenna athida punchi ekita muntath a dukama denenna ona,Offensive 
thin wate yana samahara kellonta wada ganikawa respect kiyala kolloma kiyanawane godak kollo ada susaid karagannawa e kello nisa e athin me wage aya aththatama hodai kiyala hithenawa smahara kello karana balu wada diha baladdi,Neutral 
patta musawak me meheniyan pawasanne himalayen methumiyata paniwida himalayen anawanam apitatah paniwida anna oney methumiyata keles thiyena nisa ahi bemi hadagena sudu wenna cream gagena rahath wuna kiyanne ape rate godak aya rahath wenna oney,Offensive 
kawda danne hora minihekwath inna prashnayakda api dannha ithin oyayata puluwanne maha adikannayata naduwa gonukara kathie usaviya kiyane maha adikaranaya sambandawela tama oya kathie usaviya nadathtu wenne oya dan nadda babada anika oya muslim nowei,Neutral 
me mama nemei ane danne nadda mata naya gahala mama malane a unata balannako parcy aiyata kellek akka sapak ganna ona unama mama thamai set karala denne parcy aiya katha kaloth witharai mata pana anne,Neutral 
sadu sadu ochchara kal pirith ahuwa theruma danan hitiye na aa hinda sarddawakin nm neme ahuwe paliyenui sinahalenuii dekenma kiynakota pirithehi thiyenawa avobathmaka bawth labenawa sraddwth wadenawa kusalayka hitha pihitana nisa aniwryenma pirithehi anubawa labenawamai,Neutral 
issara api iraj ta benna sindu walata monawada mey kyla eth aurudu ganaka ghinuth api thama pissuwen ahanwa denuth ehemai kawadawath irajge talent eka katawath sama wenn wenn be hip hop king iraj ayya good luck ayye,Neutral 
pattama baduwakne tho hasani ballo dala ukawana one ubata kare filti tho pare hema yanna epa thota puke arenawa pakayo anunge paul jewethath kadanawata wase hasene ube ammath wena katare keyala ukawagena wennathe ubawath adagena theyane wannathene,Hate
nodakin tho kiyanne paul vinasa karala kunu jara ledawal hadala jevitha vinasa laranne thota salli hamba karanna redda ussanna onada wesiye mewage unta gal gahala maranna ona thoge asawata kochchi miris dala ketuwanam vise aduwei thota lejjawak nedda wesiye,Hate
salli hoyaganda hinda karana rangapamak m kawda bn naththang msg wala screenshot gahala yourube channel walata daaanne noize tvth danagena karana harak wada bn lankawe harak tika serama ithin kata aran balan hitu dan mun okkoma ekam nattiye naluwo,Neutral 
ane we awuruddak yalu wela hitiya kiyala kasada badapu ewunwath nokarana dewal karana eka anumatha karannada kiyanne thope podi wayasata thopi ohoma dewal karata wena minissu nam owa kare kasada bandata passe ,Neutral 
ona athal ekak funk gatthata ape kisima tharahak erisiyawak nha habai thawa kalayak gihin ane mata pihitawennako mn kalawata sewayak kala kiyannan enna epa ohoma hitiya ara anusha sonalith kalayak maha lokudewal kiyala lankawe minissunta banala  👌 👌 👌,Neutral 
attama anoma jinadaree obata atwa ati iranama gana dukai oba dun hida adara ragapalaita passe booma goyrawayata pathra una niliyak oba tani tatuwen piyabanna eke ragapawa eka newei weraddaoba den leak karana photos obata taram nehe ,Neutral 
jaya wewa iraj aiye oya ada edanma karanne aluth dewal anith niramana karuwanta wada wenas vidiye nirmana oya wena nirmana karuwan wage copy karana kenek nemei iraj aiye oyata tawa aluth nirama karanna puluwan wenna kiyala mn kiyanawa,Neutral 
aththatama hoday school ekaka sertificates dennath amathi waru genwanawa e amathi waru e lamay tharamatawath igena gena na kisima uthsawayakata amathi waru manthri waru genna ganna narakay ita wada hoday e sahathika thamanwa bihikarapu demawpiyan athin dena eka,Neutral 
me vage adu manaseeka leddu aii sammana denne hari nam thahanam karanna one ehema karapu eka varadii oka karala ekala balaporoththu wenne mokakkda loku vadak kara vage wi fi valata chande dunne me vage pakku thama thu nodakin,Offensive 
eithin yako munwa fcid ekata arrested karala munwa supreme court dala justice eka procedure karanawako horunta sapa gana ratawala maliga gahana api unta taxes gewana ona kalakani kambi horu munta kisima ledak wath hadila hell yana ne ne gin karma gewana shit,Offensive 
wahana aliyata ganna yana welaweth mona wahanada wate pite enna minissunt ka ghla kiyanna hodatama wela athi mun hithuwe mun gana witharai gedara ki denek ennawda akekt aliyt pnl ka ghnna puluwan ne,Neutral 
camarawata pen wana eka hodai nathnam manussayo danne na ne ohe gala kadan yana harak rana wage avidenawa ne oya penne nadda yanna epa mitarayak durin inna kiyala thiyeddeth haserena videha eka nisa owa penwana eka hodai 👍 👍 👍 👍 👍,Neutral 
me muslim minissu inna rataka mara ganna ekamai wade mu inna thanaka puduma prasna thiyenne munta ona inna inna than wala idagena mulu lokema alla annai puduma jathiyak janadi pathi thumai oya paththama bara denna thiyenne hamudawata  👍,Offensive 
oya jatika arakahawa sambanda inna uda pena pena kata meta dodawana amatio dipan polisiata hoda wepan mesinngan arun ottu sellam karanawa maha pare hat denek duwanawa lejjai dipan oya pattama patalema tawa ekekuta palayan paw nodi gedara,Offensive 
mewata monawa kiyannada den monawa kiwath wedak na ahinsaka jivitha iwarai kiri sappaya monawa dannawada oya kalakanninta unta berenna mathak unannam anith minissunta kegahala kiyanna thibuna neda un beruna paw ahinsaka jivitha oya nilame kiyana ekatath hena gahanna ona,Neutral 
meka thama hama aparada karayakutama viya yuththe eka thama thiyena hodama theeranaya mokada ethakotawath me rata hada ganna puluwan apata dan hoda nayakayek innawa dan habai vipaksaye inna ponna pakayala boruwata vivechanaya karaiii mokada un danne e de vitharai,Neutral 
paw bn meki mama hithanne nevedikawak wenna hadanne aru ba ba ba gana wa meki kiyanawa golden wards lu thopi jathaka kelata wada hodai yako us mahath keranna kerapu viyadamen pol waththak wawa nawa nondi nathuwa vikunagena kanna puluwan,Offensive 
nappy godak oni wei minimum  masayak vithara giyama new born pampers use kranna a wagema burps yawanna baba nitharama kakki chu danawa nithara ewa ain kranna wet tissue use karanna mage pediatrician kiuwa vidiyata man ehema kare god bless ,Neutral 
nappy godak oni wei minimum - k masayak vithara giyama new born pampers use kranna a wagema burps yawanna baba nitharama kakki chu danawa nithara ewa ain kranna wet tissue use karanna mage pediatrician kiuwa vidiyata man ehema kare god bless ,Neutral 
pls me wage sakkili weda karanna epa oya spa walata yannethi ekek innawatha othana namuth me hema kanthawak pitu pasama loku kathawak ethi ok nikan cemarawalata dala news karanna epa pls kanthawak kiyanne amma kenek ok,Offensive 
ahama kiyana apa natara kiyann apa gama policya wada waradagan tiyana nisai minusu ahka baluwa nikaruna kollo maranawa horu maragann ba bayta akada yahpalan ahinsa amm adanwa ada puta batuwa oyasakilli bollonga oluwata waditiyala danna ona,Offensive 
prashnayak na othana inna deshapalakayin dedenath ekka baladdai shriyantha mendis yanu yodhayek sriyantha laankeeya kalaawata amila sewayak kala ayeki anek dedena parliment gos aththe ratata awashya hoda prathipaththi saadeemata namuth owun hadupu eka hoda prathipaththiyak thibeda,Neutral 
oba kumana paramarhhayak atthekdhay nodhanimi namuth oba dhesapalneta paminiyoth obata aadhare karay siyallo dhesapalanaya yanu kunugandha gahana dheyak wuwath ayin thama ratak goda nageemata awasya oba mahathmayek hondha piyek swamiyek emenma rate minissun aadhare karanaa minisek,Neutral 
phi kiwva nakenekta enna kiwva enna akamathi una kiyala ita kalin phi ta bari unada ita wada hoda wena vidihakata deyak karanna phi va aniwarenma hirabath kanna dennama onee oka thamai ea manussaya marenna hethuwa unee,Neutral 
nedakin nedooomakin gon heththa thopee munawal walin peenawa asalwaseen ekka inna widiha mahanthaththakama ihata gahapu kalakanni heththak samarasin kalakanniyak torch gahanna gaman keegahanna epaye katath ahenna thipita nisi daduwam lebeewa nidagena hitapu ahisakayo thopee thattuwa hinda nethi una,Offensive 
math me kathawa aasha nisa balanna gaththa kenek anusui akshi nisa kthawa hri joliyen balyahaki habi lihini innaddi nikm malageyak wage kathawa hrima boring anika anuhasui akshi inna episode walata viws unat hugak enwa eka hodata penawa kathwe viws baluwama,Neutral 
yudde kale mole apset kiyala americawata gihilla henggila idala yudde iwara unata passe wasare aya lankawata avila ita passe heduwa tahheed jamath eka hadala unta avi avuda okkomasalli okkoma deela rekka gaththa dan kiyanawa muta danne kiyala real mini meruwa,Offensive 
aiyooo pauuuu oya wagema siddiyak migamuweth una amma aragena giya bari daruwawa gedara thiyala aurudu k vana medaruwath jiwath vanne amma samaga oya uththarema thama e amunussaya dila thiyenne oya wage kala kanni nisha thamaii apee ratata vinasha vela thiyennae,Neutral 
mma amma kenk mage age babala innwa chui babata masa tawama mensos hadune na scan kalama kiuwe vog sir mage garbashe kisima kriyakari bawak na kiuwa mage husband innet rata ane plzz danna kenk mekata hetuwa kiyanna meka ahuwama mata mara stres,Neutral 
math gay kenek meka une kohomada kiynna mn dan ne man dan ne mna karannad kiyla math asai lassanata jeewath wenna meka katawath kiuwata wedak ne therum ganne ne e atin api godak asarana wela inne whatsapp,Offensive 
mask thibune nikate ea genu kena weradi ea wagema anith ayath weradi mokada ea aya hari widiyata sawkya piliweth pilipeddanam ohoma wenne nea nehemoma weradi den hemoma sudano wenna katha karanawa weredda karalawath ea pikiganna kemathi nea,Neutral 
sir ayeth yuddayak enna denna epa muslim anthawadin ta idaknam denna epa lokaye kotana hitiyath wadima muslim rata eyalata nam baraganna ida tiyanna epa sir sir puluwan ikmanata me rata bara gana rata lassana karanna obata puluwan,Neutral 
mewnwa usaawiyata daapiyaw ayideyyaneme haththata pilikaawkwath hadilaa iwarawene naththe samajeta ratata uwamanaaaya marenawaaawajathakaratakanaewnta kisihebayak naethopitahenama gahapiyaw me ratatakarana winasetathpi kohomath aagama dahmata samaaje yahapathata ipadunuewnnewei thawa awrudukeepayakin mun kunuwelaa narakayata yayiethakan natapiyawpallehaa thopienakan lodiya hali danmama lasthikaranawaapara wesaa haethikare,Hate
mu iskolekata giye nathi nugath ihalata enna dangalana e wenuwen thamange ammawa unath vikunana jathiye asikkitha porak ane paw samithai duwai balan indillako mu passe mokada karanne kiyala duwa balan athi mu raata eeki gawata enakam mehema wesa paulak me lankawe innawada,Offensive 
pirimi dhenaganna oni genu gannathuva inna piriminda thamangge geni madhi nisane enna ai genugva vitharak chodhana karanna pirimivath adhe gahala oyavage ahanna hegim thiyanna piriminta vitharadha genu godak ovada yodhanna feel venna vetharakuth nemai egollonta kiya karaganna dheyak nethi nisa,Neutral 
niyaman dilan mattyo natiyata sadarne ista karhna loketa sataya penana me mini maru puja nisa dan adena ganu lami puja wage kari neda ane ema unotin deiyange pitai daruwange ammalata me pujwa ire dahla ain karna adsk thuma,Neutral 
gotabayaya neme mona pakayata chande dunnath ada rate minimaruwanta sthri dushakayanta naki ganu podi kollo ekka budiyana ewa prasisidda karala ewa balana tharuna para pura winasha karana unta nethiyen daduwan denne na anduwa thawath unwa poshanaya karala aparada wadi karanawa,Hate
all arahath persons see one thing can she tells that to public if she can;t tell that she is out very common thing loard bud have has clearly told and state this can she tells that all ara hath has experienced this tel us what is that,Neutral 
ithing dinapu ekata dos kiyala wedak nhe ne bang unta chandey deepu herio kawda kiyala hoyanna oney deng aputa dannawa kusal janith eda kiwweth mehe inna ewun gen siduwena dewal gena ne ehema weddith methana asadaranayak una nam harin fernando emathy thymani oba thumatama baarai,Offensive 
ithin ara ranil kiyana lokuma pissai fb eke hitiya niweradi leader knk balaporoththu wechchi pattama gon adminla tikai nisa thama me kalakanni thopita dn wenasa sepada apida sirawa genawe wesa heththata rate thiyena wena kisima prashnayak lokuth ne mathakath ne ponna unp heththa,Offensive 
pissek nikamma janadipathi une neme rate ithama buddimath desapalathnayo set ekak ekathuwela me pissa pudu apekshakaya kale mataka nedda ita passe thamai me rate k sayaka buddimath janathawa pissata chande dunne amathaka karanna epa amathaka kaloth oyala okkotoma pissu kiyala hithai,Offensive 
sadarai sarasaviyedi api hamuna mata adawage mathaki oya dakal nathi unata api hith athulen daranna bari adare kala mathakada sadanari husme hamada raduna sarasvi wase api thmuna hina mauna hagun katha kara oya das walin adare kiwaaaaa sadanari hamada adare raduna,Neutral 
muta bainna kisima hetuvak na katavat bainne irisiyakara kuhaka cheeththa adinna pirimi mun pirimi nemei niyama ganu balapan ada shihan inna lassana kisima chorayak na muta bainne ai kiyala hithapalla oya baina un oya baina unta mu karala tiyena varada mokadda,Neutral 
ow aththatama harima sathutui mehema gom badu wena kisima rataka ne ithim mewata salli denawa nam prasiddiye kimba unath pennanawa ehema gom badu relak inne mewa kara gahana ponnayo inna ratak nisa aulak ne wesa badu inne meke okkoma,Offensive 
taraneyan wahanseta tharuwan saranae ta taraneyan wahansege gunados hoyan nathuwa seludana darma margaya awaboda karagena newan magata yomuwema wadagath arya upawada karanogena apa labagath menesath bawayan pathepala labaganna budunwahasewadala darmaya pelebadawa awabodakaragena uthum newan maga awaboda wewa,Neutral 
monawdame sanskruthiyak agamak ratak jatiyakna hari jathakayak na munta hari haman namakna fili t salli walata ammath vikunana sakkili thopi hadana bathami habi thopi karana kalakani wada gana sobadahamata hodata penawa balana idapan sot eka habawi filter welayanam me samajen hithana ine mahaloku waddokiyalane balana hitpan,Hate
kari wesa ballo thami lewwkala nuwara okun paula pitin akatu karapu salli walin dan vindopn akmage lewkaga putha wesa ganige muna hati mrs lewka samarasingha thotawath bari unada parayo kiyanna pallaha minissunta ammage touch gaha gaha inna lewkaga paula nuwara wawa ghilla maranna ona  😡 😡 😡 😡 😡,Hate
ko ubalage maha loku gota sir hehe ae ponnaya wena wena magul walanam ringanawa camera k withara aragena eth eka me wage ewa thiyenawada kiyalawath danne nanaha honda wade wahal pakinta unta hadissiya approve karagena ekadi pathiyak hadanna wahal pakinta ithin owa kohomada therenne,Offensive 
kella hoda kellek vena kello nan kolla pita giyama hasirenne kolla pettiya kadan enava vage eth me kella ehema na eth ashanaya ekita puka denna hadanava badu ekka interview karaddi ashanayava gennapn eke aulak na eth me wage kellonva chater karavanna ashenayava gennanna epa ,Hate
dubai wala thiyana awaga kama kana ak thahanam aduma tharama chuingam wath kanda ba aka hama thama camara thiyanawa lagatama avith dada gahanakn danna na apa minissu wanas karanda amarui akata hodama da hariyata nithi hadanda ona owata athokota nikamma purudu wanawa,Neutral 
me vidihata kattiya hithala desapalanaya karana ape rata kana unta chande nodi imuko ath ahema karanne na kisima kenak ath sangata nam baninava devani pela haduve nalu issella dan me inna desapalanaya karana unva evavanna ekathu vemu passe hamadeyakatama devani pelak ai,Neutral 
kohewath inn podi un form krnn epa bn me dewal dakinne ape rate un withrak nme mulu lokayakm ma ape rata lokayen ain kranwa kyn de ahnnth deyak nme youtubers la wihin youtube eka ka gannwa kohewath yna gon badu form krla ,Neutral 
korona gedaraka inna a daruwa phi koheta hari bara denna sahodarayata anna kiyala hari yanawada a minissuntath badenawa awadanam meka buruwek yako u awoth uth awadanamene minissunwa awadanamata dana akada akata wedapiliwelak yodana akada hari ratata hena gassanna mun hadanne,Offensive 
kelle uba pawu ath uba modaine bn kollage nama danne neth pennuwane namak gamak danne nethuwa ohoma pennuwanm danagaththoth kohoma weyda moda huththiyek bn uba krna huththak thaniyen krpn meka dakin un mn harida weradida kiyla kiyn ymalla  👉 👉 👉 👉 ,Offensive 
raj ane uba wage gon harakek hari video ekak karapan kisima therumak na thaththath casino eke kali ekka athal gananwa uba namalge hotu kali gahanawa ewa gahala karana video thama me bhudda sasane kana ekekuth dagena karana gon wada ethi bn harajek unata eka pennanna epa,Offensive 
yako artekea hare ratak nam owa wannea naha anika eayalagea minissu samanalayonea kanda adenda dannea policiyanda paw asarana ammala saha kallo thopi angeawekala hare ganita salakannea natewa idala balapanko gani wasa kamea hare gahin gadara posanaya karannea apayea adea lankawea badu mila ahasa uasatea,Offensive 
sadhuuuu sadhuuuu sadhuuuu sadhuuuu sadhuuuu sadhuuuu sadhuuuu sadhuuuu sadhuuuu sadhuuuu sadhuuuu,Neutral 
mey wagey kalakanni hettak ekka ahinsaka minisunta ipadenna unamey mey ratey aney para heththa mey ratata wenne monwada ubala okkomala mey rata winasa karanwa apita edaganna wastharayk nethuwa inna wenne mey rata aagadayata yanawa ey oyala mehema karanne den ubalage sinhala muslim jaathiwadaya iwarada,Offensive 
den ithin oka gena kiyava kiyava idala vedak neee anith eva gena hoyal balanna nethrhan thava ekak kadan vetunoth aai kiyanna epa hariyata hadala nee kiyala upadi aran rajaye veda karanakota padiya gena vitharak hithuvama ohoma deval vena eka ahanna deyak nemei,Neutral 
campus gihilla trip gihilla nanna gihilla maruna aya gana sarin sare ahanna labenava peradeniye mahavali river ekath danger vena velaval thiyenava udahata rain eka avama pahala water level eka vadi vela rough venava pitin water flow eka normal vage penunata yatin water flow eka speed vela enava be careful,Offensive 
muge apppage lewka okawa hira dala aurudu ganak wada dila maranna ona nuwara wawa gillala wesige putha paulak maranakam thoge labba balloi car aran yana wesige putho tho paraya kandy waladi asid parak hari ganawa karapu sakkili wadata lwkaga ammata hukanna indapan lassti wela paula pitin vindawanna,Hate
