Coment,Status
මුළු ලෝකයම අපට විශාල ගැටලුවක් තිබේ: මුස්ලිම්වරු මම ඉන්නේ යුරෝපයෙන් සහ තවත් මුස්ලිම් ජාතිකයන් අප වෙත පැමිණි අතර ඔවුන් වඩාත් අපරාධ සහ අප වෙත එරෙහිව සටන් කරති අපි සියල්ලන්ම මුස්ලිම්වරු සියලු දෙනාටම ලෝකය නවත්වන්නෙමු,Neutral
එය මුළු ලෝකයම කොහෙත්ම නොපෙනෙන තත්ත්වයක් බවට පත් වේ මුස්ලිම්වරු සමහර විට මුස්ලිම්වරුන් සමහර විට විනාශ කරති,Neutral
පුතේ උඹ කොහොමත් දොස්තර කෙනෙක් වෙනවා නමුත් නිකම් දොස්තර කෙනෙක් නෙමෙයි මිනිස්සු ගැන හිතන හොඳ මනුස්සයෙක් වෙයන්,Neutral
උන් කැද බීල වගෙ සෙල්ලම් කරේ නෑ නේ කීඩා සමාජ වලට සිලෙක්ට් වෙන්න බලාගෙන සෙල්ලම් කරෙත් නෑ,Neutral
පන්සලට ගිහින් පානාතිපාතා වේරමණී කියලා බුදු දහම බේරගන්න ගහපියව් මරපියව් කියන එවුන් ඉන්න රටක බුදු දහම රැකෙයිද,Neutral
නව සිහල උරුමය පක්ෂයේ අපේක්ෂකයන් මෙන්න නමට සිහල උරුමය ඉන්නේ තම්බියෝ කරුණාකර අපගේ මුල් පිටුවට පැමිණ,Neutral
නිකන් මේ කොහෙද ඉන්න ගෙම්බෝ දෙන්නෙක් පුම්බන්ට හදන්න එපා කලාකරුවෙක් කියන්නේ මොකෙක්ද කියලවත් දන්නේ නැති චූ කොල්ලෝ දෙන්නෙක් කලාකරුවෙක් නිර්මාණයක් කරත් මේක දෙසපලකයට මේක හිගන්නට මේක වංශවත් එකාට කියලා තෝරලා බේරලා නිර්මාණ කරන්නේ නැ,Hate
ගැහැණියක්ට අත ඉස්සුවාමනම් පිරිමියෙක් වීරයෙක් වෙන්නේ නෑ තමයි හැබැයි උබ වගේ දාර වේසියෙක්ට ගැහුවනම් ඌ වීරයෙක් තමයි,Hate
කරුනාකර මේ වගේ හිඟන මානසිකත්වයක් තිබෙන උන් වෙනුවෙන් තවත් කතා නොකර සිටින්න ක්‍රිකට් වලට ආදරෙයි කියලා මේ වගේ කබ්බොන්ගෙන් වචන අහන්න ඕනිද අපේ මිනිස්සු ජයසූරිය අරවින්ද වගේ මිනිස්සු මෙහෙම කිව්ව නම් තව කමකුත් නෑ,Neutral
මම හිතෙන්නේ මුන්ට කලින් මුන්ට ඡන්දේ දුන්න එවුන්ට බොම්බ ගහන්න ඕනි මොකද උන් හිටියොත් මුං මැරැවත් ආයෙත් ඔය වගේ උන්ටමනේ ඡන්දේ දීලා එවන්නේ රට ගැන රටේ අනාගතය ගැන නොහිතා තමන්ගේ වාසියට ඡන්දේ දෙන බත් බැලයෝ වහල්ලු ඉන්න කම් රට දියුණු වෙන්නේ නෑ,offensive
බලු මීඩියා හැත්ත කියන්නේ අර ගෑනු මනුස්සයා කොරෝනා ගෙදර හදලා ගෙනාවා වගෙයි ඒ මනුස්සයගේ ප්‍රතිශක්තිකරණ අනුව රෝග ලක්ශන වේලාසනින් පෙන්නවට කවුද දන්නේ රෝගය ගෙනාවේ වෙන කෙනෙක්ද කියලා ගාර්මන්‍ට් එකේ අය ගැන ඔක්කොම හොයාගෙන ගියපු තැන් ගියපු බස් කතා කරපු අය හැමදේම හැබැයි කොරෝනා ආපු විදිය නෑ ආපු විදිය පාස්කු ප්‍රහාරය වගේ එලිවෙලා ඉවරයි ආන්ඩුවට කරකියාගන්න බැරුව රෙවිලා ඉන්නේ ඒකයි ඒක විතරක් හොයාගන්න බෑ බෑ කිය කිය ඉන්නේ,Hate
භූ විද්‍යා නිලධාරීතුමා මෙම ගොඩනැගිල්ල අස්ථාවර ඉදිකිරීමක් කියලා එකවරම පකාශ කලද මේ සම්බන්ධයෙන් විශේෂ විමර්ශන කටයුත්තක් කල යුතුය මීට ඉහතදී මහනුවර ප්‍රදේශයේ එකවරම ශබ්දයක් නිකුත් වු බව කවුරුත් නොදන්නා කාරණාවක් නෙවෙයි මෙවැනි සිදුවීමක් සිදුවු විගසම එකවරම අස්ථාවර ඉදිකිරීමක් යැයි පවසන්නේ කෙසේද මෙම සිදුවීමත් සමඟ මහනුවර ප්‍රදේශය යම් අවධානම් කලාපයක් යැයි අප හට හැගෙනූ ඇත එකී කරුනු කාරනා සම්බන්ධව අතිගරු ජනාධිපතිතුමාගේ විශේෂ අවධානය යොමුකර මීට පෙර සිදුවූ භූමියේ ශබ්දය හා මෙම ගොඩනැගිල්ල කඩා වැටීම අතර ඇති සම්බන්ධය කුමක්ද යන්න සොයා බැලීමට විශේෂ විමර්ශනයක් සිදුකරන ලෙස ඉල්ලා සිටිමි අපේ රටේ ජනතාව ලොව වාසි ජනතාව ධර්මය විසින්ම ආරක්ෂා වෙවා මෙම අකල් මරණයට ගොදුරු වූ එම අහිංසක දරුවා සහ සහෝදරයාට සහෝදරියට පතන්නාවු බෝධියකින් නිවන් දැකීමට වාසනාව උදාවේවා කියා අපි ප්‍රර්ථනා කරමී,Neutral
සර් ඉක්මනටම මේ දෙවල් වෙනස් කරන්න ඔනෙ අර සුදු වැන් කතන්දරේ නැවත් ගෙන්න  🤪 🤪 🤪 දැන් බලු කුක්කො එන්න එපා රෙද්ද උස්සන් අනිවරෙන්ම සුදු වැන් සන්කුතිය ගෙන්න,Neutral
ඕකුන්ට වෙනම කොඩියකුත් දීල ඊටත් පස්සෙ වෙනම ආන්ඩුවකුත් දීල මිසක් අපේ එවුන් පස්ස බලන්නෙ නෑ කැරි පක්කු දැන් එකා එකා වරෙන් සංහිඳියාවයි පොශ් ටෝකුයි උස්සගෙන,Hate
සරමෙ පිහදාන්න්න ඔනෙ දේවල් අතුලෙ දාපුවහම ඔහොම උන් ලොකෙට ජාතක වෙනව මේවගෙ ගොන් බඩු මාකට් නොකරන්න්න කාන්තාවක් බබලන්නෙ වහුනහම රෙන පුක මාකට් කරන ලොකේ මේවගෙ ගොන් බඩු ගෙවල්වලට වද්දගන්නෙ පින්පියෝම විනා අන් කවරෙක්ද,Hate
සමිතා සහ ඇයගේ පෙම්වතා දෙදෙනානාම වැඩිහිටියො දෙන්නෙක් දෙදෙනාටම අවුරුදු වැඩියි ඒ දෙදෙනාට අයිතියක් තිබෙනවා පෙම්වතුන් ලෙස හැසිරෙන්ඩ ජීවත්වෙන්ඩ සහ විවාහ වෙන්ඩ ඒක ඒ අයගේ අයිතිවාසිකමක් ඒකට විරුද්ද් වෙන්ඩ ලන්කාවෙ කිසිම කෙනෙකුට කිසිම අයිතියක් නෑ මේක කැතයි කිය කියා මේ දෙදෙනාට කුනුහරුපෙන් බනින සින්හලයො හාමුදුරුවෙක් පන්සලෙ බාලවයසෙ සාමනේරයගෙ පුකට හුකලා පුකේ හිල ලොකු කරලා පොඩි එකා ඉස්පිරිතාලෙට අරන් ගිහින් පුකට මැහුම් දාන ඒවා ඔප්පු වෙනකොට ඒ ලින්ගික අපරාද වහන්ඩ දගලනවා මෙන්න දැක්කාද ලන්කාවෙ මිනිසුන්ගේ වන්චාව,Hate
ගැනුන්ගේ නිරුවත බලන්න ආසයි එකේ රහසක් නැහැ හැබයි පහුගිය කළේ සිද්ද වුනේ ඒ නිරුවත විකුනපු එක නිරුවතින් ගොඩ යන්න පුළුවන කියල වැඩ කරපු අයට මේක වැටහේවා ඒ නිරුවත නැති කරලා මේ කරපු ආදරණිය කතාව ලස්සනයි ගැහැනියගේ නිරුවත විකුණන් කන මිනිසුන්ට පාඩමක්,Neutral
මුං හින්දා උබලා රණ්ඩු වෙන්න එපා බං රටට යහපත් දෙයක් කරලා තියෙනවා නම් මුං ගැන ආඩම්බර වෙන්න තිබුණා ඔක්කොම එකයි එකෙක් දෙනෙක් කරන වැඩ වලට මුළු සංහතියටම නරක නමක් අපේ රටේ තවත් හොඳ නිලියන් ඉන්නවා ඒවගේම තවත් අය ඉන්නවා මේ වගේ ගොන් ආතල් අරං නෑ අනික තමයි ඕනම වෙඩිමකදි මනමාලයා හා මනමාලි කාවත් වඩාගෙන නටන්නේ නෑ තමන්ගේ අයිතිකාරයා ඇරෙන්න අනික වෙඩිමෙදි වෙඩිම දාලා යාළුවෙක් එක්ක උනත් ඒ ස්ථානයෙන් පිටව යන්නේ නෑ මේකේ ඇත්ත නැත්ත අපිට වැඩක් නෑ ඒත් අපි කියන්නේ හරි යහපත් දෙයක් කරන්න තමන්ට වරදින්නේ නෑ කියලා විතරයි,Hate
ඔය උන් කියන කිසිම දෙයක් බොරුවක් නෙවේ හැමෝම දන්නවා ඉමෝ කලාවෙ හිටිය හැමෝම  වෙච්ච දේ ගැන ඒකට වග කියන්න ඕනේ කවුද කියලා මගෙත් හොද යාලුවෙක් ඒ කාලේ දසුවා කියන්නෙ මං කියන්නෙ මෙච්චරයි දසුවා දැන් නෑ එහෙම වෙලත් ඌට මැරිලා වත් ඌට නිදසක් දෙන්නෙ නෑ ඔහොම පන වගේ ආදරේ කරපු එකා ගැන කොහොමද මේකී හිත හදම් කියන්නෙ ,Neutral
මේ සමිතාගේ පව්ලේ අය මානසික ලෙඩ්ඩු කියලා හිතන අය කමෙන්ට් එකක් දාන්න ඒ වගේම අතටම මොකක්ද මේ වෙලා තියෙන්නේ අප්‍පිරියයි මේ සමාජයට මොකද වෙලා තියෙන්නේ පිරියෙලා ගිහින් හරියට අම්මයි පුතායි වගේමයි රටට ආදර්ශයක් වෙන විදිහට හැදියල්ලා අද කලේ හැදෙන ළමයි අම්මා තාත්තාගෙන් විතරක් නෙවෙයි වට පිටව ගම නගරය රට මේ මුළු ලෝකයක්ම අදර්සයටයි ගන්නේ එහෙම එකේ ළමයි කොමද මේවා දැක්කම හදන්නේ අන්තිම ලැජ්ජයි ච් විතරක්  😭 😭 😭 😭 😭 😭 😭 😭 😭,Neutral
රනවිරුවන් ක් ජීවිත පූජා කරල ක් සිංහල කොල්ලෝ අබ්බගාතයෝ වෙලා මහින්ද මහත්තයා උදා කරපු සාමය යටතේ අගමැති විස්කි මැඩම්ලා බාල් නටලා ඩාන්ස් කර කර හිටිය මිසක් ජාතික ආරක්ශාව ගැන හිතුවේ නෑ අපි ආන්ඩුවෙන් ඉල්ලන්නේ ඉදිරියේ ඉතිරිව තියෙන කෙටි කාලෙදිවත්  අධෝ මාර්ගයේ තියෙන රෝම කූප ගැන ගැන ඉන් නැතුව දැන්වත් රටට වැඩක් කරන ලෙසටයි මොකද ආන්ඩුවේ අය කොකේන් ගහලා හිටියට රටේ ජනතාව කොකේන් ගහලා නෑ,Neutral
ශලිනි බඩුව දසුන් ගේ ජීවිතය විනාශ කලා එ වගේම දසුන් ගේ අම්මාටයි බිරිඳටයි ජීවිතය කලකිරෙව්වා කවදා හරි ඔය කරපු හැම පවකටම ශලිනි බඩුවට විදවන්න වෙනවාමයි,Hate
මිනිස්සුන්ගේ දුරව්ලතා වලට අපි කරුනා කරමු හයියෝ හයියෝ සල්ලිවලට වඩා මනුස්සකම හොයන්න ශ්‍රි එහෙන්ම් ජය ශ්‍රි,Neutral
කොහේ මේ මිස්ගෙ ෆොටෝ මේ මල් අම්පිටිය නැති මිස්ගෙ මිනිය නෑ පේන්නේ පේන්න කොහෙද දන්නෑ නේ,Neutral
දැන් මේ මනුස්සයා බොරැ කියන්න දගලනවා විනාඩි හතක් ඇතුලත ඕන තරම් වෙලාව තිබුණා අර අහිංසක මිනිස්සු දැනුවත් කරන්න හිරේ අරින්න ඕන මේ මනුස්සයා ව,Neutral
වීඩියෝ එක බලන ගමන් කමෙන්ට් බලන උන් කෝ  😎 😎 😎 😎,Neutral
මූම සල්ලි වියදම් කරලා මූම පොර වෙනවා පිස්සු පොන්නයෙක්,offensive
මෙයා වගේ කෙනෙක් කොහොම අම්මා කෙනෙක් උනාද මන්දා 🤔 🤔,Neutral
මොන බොරුද මේ අපේ ආගම කනවා මුං රහත් වෙච්ච කෙනෙක් කවදාවත් රහත් උනා කියලා කියන්නෙ නැමල සමයන් ගෑනු අනික සිල් මෑණි කෙනෙක් කොහොමද රහත් වෙන්නෙ 😡 😡 😡 😡,Neutral
නිලියක් ද නාට්‍යයක් ද මොකක්ද බං ඉරජ් මේ,Neutral
අමුතුවෙන් රෙදි අඩුවෙන් අදින්න ඕනෙ නෑ කට ඇරියම ඇති රෙදි නෑ මහ ගොඩේ අම්මණ්ඩියක්ගෙ වගේ,offensive
ගොඩක් උන්ට තියෙන්නෙ ඉරිසියාව ෆිල්ටිගෙ චරිතෙ උන්ට හම්බුනා නම් නිකා ඉඳී 😂 😂 😂 😂 😂,Neutral
මේ පොටො එක  😍 ෆෝන් එක හරවන්න බලන්න ලමයි,Neutral
දේශපාලන වහල්ලු සිටින⁣ තුරා අමුතු ලංකාව කිසිදා සංවර්ධන කළ නොහැක අමුතු ලංකාව දිනක කාන්තාරයක් වෙනවා අනිවාර්යයෙන්ම,Neutral
ඇත්තටම ගොඩක් වටින අදහස් ඔබ තුමාට ගොඩක් පිං,Neutral
අනේ ඇයි මේ මිනීමරු පූජා පොලිසියට කොටු කරලා නොදෙන්නේ ඇයි මේ කතාව දික් ගස්සන්නෙ ඉවරයක් කරන්න,Neutral
පිරිමියෙක් ගේ හැම පාදඩ වැඩක්ම ඉවසගෙන ඉන්න එකද සංවර කම කියන්නේ ආසා ඒ කතාවට සම්මාන දෙන්න ඕන පිරිමි හිතාගෙන ඉන්නේ ගෑනු කියන්නේ හදවත් නැති සෙල්ලම් බඩු කියලා හැම අතින්ම පිරිමි හරි කියලා,Neutral
සාදු සාදු සාදු  🙏 🙏 🙏 🙏ස්වර්ණ මාලිගාරජුන්ට මෙිපිංවෙිවා අපහටයහපත් සියිසත් ධර්මය දෙසනාකර ගරැ ස්වාමින්වහන්සේ  අනිත් ස්වාමීන්වහන්සේලාට සියලුම දෙනා හට බුදුන්ගේ පිහිටයි 🙏 🙏 🙏 ලැබෙ ලැබෙිවා කියා පුාර්ථනා කරමි  🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏,Neutral
සාධූ සාධූ සාධූ සියළුම සත්වයා උතුම් ධර්මය අවබෝධ කර ගනිත්වා ඔබ වහන්සේට බොහොම පින් දීර්ඝායුෂ ලැබේවා,Neutral
ඇයි යකෝ ලංකාවේ පොලිසිය නිරායුධ මිනිසුන්ට ගහන්නේ එලවා එලවා,Neutral
අර දිවියව මරපු මිනිස්සු තරම් අපරාධ කාරයෝ නෙමේ වෙන්න ඇති මේ පොලිස් නිලධාරියාව මරපු මිනිමරුවෝ එකනේ ඒ තරම් දරුණු වචන නැත්තේ මේ මිනි මරුවන්ට එරෙහිව,Neutral
ඔය කොච්චිය අගුලාන කොරලවෙල්ල මොරටුව එ දුම්රිය ස්තාන වල නවත්තන්න එපා ඔය කොච්චියේ තියන සෙප පහසුකම් ටික මාසයක් යනකොට එ පෙත්තේ ගෙවල් වල තියෙයි,Neutral
මේ දෙන්නම බොරු කිව්වේ දිවට හොරෙන් බොරු කිව්වා,Neutral
ආඩම්බරෙන් වෙල්ලස්සේ කිව්වටජාතික වීරයෝ ගැන කිව්වට උන් ඉන්න තැනක ඉදන් අපිට හෙන ගහන්න කියනව ඇති හුඟාක් අය දකින්නෙ නැතුව ඇති එක්කෝ ගානක් නැතුව ඇති,Neutral
නුවර ලොකුද නෑ මචන් ලොකු නෑ හෑබෑයි හොදයි,Neutral
තව ටික දවසකින් කියයි කවුද මේ රටේ ජනාධිපති මමද ජනාධිපති මම නම් පත් කරේ නෑ කියයි,Neutral
දුශ්ට දුර්ජන මිනිසුන් අතරේ මෙවන් මිනිසුන් රටට සම්පතක්,Neutral
මහින්ද හදපුවගෙ නම් මාරු කර කර හිටපං හිටං,Neutral
මේ දඬුවමෙන් මම සෑහීමකට පත්වෙනවා හා සතුටට පත්වෙනවා,Neutral
බල්ලන් එක්ක නිදාගත්තම නැගිටින්න වෙන්නේ මැක්කෝ එක්ක වේස ගෑණු එක්ක වාද කරන්න ගියාම වෙන්නෙත් ඕකම තමයි,Neutral
ලංකාවේ ඉන්නේ බුදු බණට හීලෑ උනු යක්කු නෙමෙයි වැදි බනට හීලෑ උනු පක්කු පැනියාගෙන් උපුටා ගැනීමකි,offensive
මානසික අවුල් හමුවේ ජීවීතය පැරදුන උන් ගැන ටෝක් දෙන්නට ගොන් පක්කු බොහෝය නමුත් එවන් අවුල් හමුවේ ජීවිතය දිනූ මිනිසුන් ගැන කතා කරන්නට එකෙක් නැත,offensive
කිරිබත්ගොඩ හිමි බුදු දහම ආතල් එකට අරන් බුදු දහම වෙනස් කරලා මිනිස්සු ගොනාට අන්දවා සල්ලි හම්බකරනවා,Neutral
කිසිම කෙනෙක් තමන්ගේ ආගම හරියට අදහන්නේ නැහැ මුස්ලිම් බෞද්ධ හෝ කතෝලික හැමෝම තමන්ගේ වාසියට ආගම හරවගෙන,Neutral
සිරිසේන බැහැපන් ඔය ගහෙන් බිමටඅනේ සිරිසේනකෝ මේ සිරිසේන,Neutral
මේක ඉරාජ්ගෙම ගොන් ආතල් එකක්ඕකා මේ වගේ ගොන් ආතල් ගන්න නිසා තමය් ඕකට තාම කෙල්ලෙක් නැත්තෙ අසහනකාරයා,offensive
සින්දුව ලස්සනයි ගොඩක් සචිනි අක්කියගේ නැටුම ගොඩාරියක් ලස්සනයි,offensive
ලංකාවේ ගීත කලාව අගාධයට යනවා කියලා කිව්වට මේ ඉන්නේ අමරදේවලා මහගමසේකරලා අජන්තා වගේ අපේ කම අපේ හැටියට පදමට රස ගන්වන්න පුලුවන් අපේ පරපුරේ කළාකරුවෝ හදවතින්ම ස්තූති අපිට අහන්න ගීත හදනවට,Neutral
බොහෝ දෙනා ජිවිතයේ තමන්ට මග හැරුණු දේවල් ගැන දුක් වෙමින් තමා සතු දේට දියයුතු වටිනාකම දෙන්නේ නෑ තමා සතු දේ තමාට මගහැරුණු දේට වඩා වටිනවා කියල හිතන්න තරම් ගොඩ දෙනෙකුට වාසනාව නෑ,Neutral
සිංහල සිංදු එපා ම වෙච්ච කාලෙක මං ආයෙත් සිංහල සිංදු අහන්න ගත්තේ මිහිදු සහ සනුක නිසා සනුක ඔබට සුබ පතනවා තවත් මෙවන් නිර්මාණ කිරීමට,Neutral
මෙච්චර ලොකු පඩි අරන් මුන් තවත් පඩි ඉලලන්නෙ මොකටද හෙනගහනවා යකෝ තොපිට ගන්න පඩියටත් යා දෙන්නේ නෑ සක්කිලි හැත්ත අපේ බදු වලින් පඩි ගන්න,Hate
අක්කර කක විතරක් කුණු දාන්න කියලා උසාවියෙන් කිව්වම එතන අක්කර වෙනකන් කුණු දාපු උන් හෙන ගහන්නේ නැ හැබැයි නහය වහන් ගිය එකාට හෙන ගහනවා,Neutral
මේකෙ රාජපක්ෂමැතිතුමාට බැනලා තියෙන උන් ගැන බලපල්ලා උන් ඔක්කොම රනිලා වගේම ජාතියක් ජන්මයක් ආගමක් නැති උන්,Neutral
අය්යෝ බඩත් රිදෙනෝ මරු මරු දෙන්නටම ජය වෙවා,Neutral
ඉයා ඒකි  🤮 😵 ඒකි නිසා සමාජේ හැම කෙල්ලෙක්ටම කැලලක් 👿 ,Neutral
අනේ බල්ලෝ තොපි තොගෙ අම්මිමහ ලොකු මිසිස් ලෙව්කේමිස්ටර් ලෙව්කේ උබලගෙ පට්ටම් ගහගනින් පු තොපි සේරම කූඩුවේ ලගින්න ඕනි මෙහෙම කතා කර කර නිදහසේ ඉන්න තොපිට හෙන ගහනවා අම්මිට කෝල් කරලා අර බල්ලාපොලිසියට කෝල් කර කර හිටියෙ පොලිසිය අැවිත් කඩා වැටෙන ගේ අල්ලගන්නද පර හැත්ත තොපි එ් වෙලාවෙ අර පහල ගෙදරට කියලා තිබ්බනම් අඩුම තරමෙ අර කිරිසප්පයා හරි බේරගන්න තිබුනා තොපිට ජාති ජාතිත් පටිසන් දෙනවා මේ කල අපරාදෙට හෙනම ගහපං තොපේ පවුලටත්,Neutral
හම්බ අන්තවාදීන් මොනව කරත් කතෝලික මිනිස්සු කීයෙන් කී දෙනෙක්ද ඒවට විරුද්ධව කතා කරන්නෙඋන්ගෙ ආගම දේශපාලනයයි ඒකත් හම්බයන්ට කඩේ යන ගූ පක්ෂයයි බොරු නම් ගෝඪාභයට බලපල්ල කතෝලික මිනිස්සු කී දෙනෙක් ගෝඪාභයට බනිනවද කියලා,Neutral
මේ අහිංසක මනුස්සයටම ඇයි මෙහෙම කරන්නේ අපේ රටේ කොච්චර නම ගිය උන් ඉන්නවද වැරදි කරන උන්ට කිසිම නීතියක් නැ උන් කොච්චර දේවල් කරත් ඇස් පෙන්නේ නැ කන් ඇහෙන්නේ නැ වගේ ඉන්නවා,Neutral
මේක මහ කාලකණ්ණි රටක් මිනිස්සු විසින්ම කාලකණ්ණි කරපු රටක් තිරිසන් මිනිස්සු ඉන්නෙ පොඩි දුප්පත් මිනිස්සුන්ට තමා හැම දේම සල්ලි තියෙන ඈයෝ සල්ලි කොළ වලට වහගෙන කරන්න ඕන ජරාතුප්පහි වැඩ ඔක්කොම කරනවා,offensive
මූ ආපු දවස් වල ගොඩක් උන් බැන්න පලු යන්න පඩ ශෝ අරේ මෙහේ කියල ඒ බැනපු උන් ඉන්නව නේද උන් තාම මොකෙකුට හරි බැන බැන ඉන්නව බලපල්ලා අද ඉන්න තැන,Neutral
ඇත්තටම හුඟක්ම හොඳයි මේ වගේ දේවල් සමාජගත කරන එක මිනිස්සුන්ට හිතන්න හුඟක්ම හුඟක් දේවල් මේ තුල අන්තර් ගතයි හොන්ඳ පණිවිඩයක් මිනිසුන්ගේ හිත් තුලට,Neutral
ඇයි යාලූවා මේ තරන් මේ කෙල්ල මේ විදියට මිනිසුන්ට අහින්සක කමක් පෙන්නනේ මත් රැවටුනා බන් එද විඩියො එකට මුන් කොහොමද බන් විස්වාස කරන්නේ ,Neutral
යකෝ  පස්සෙ විතරයි ලමයව පරිස්සම් කරන්නෙ මෙහෙම ගෑණු තුහ් යකෝ ළමයගෙ පව්කාරකම අම්මත් මෙහෙම කියල දෙන්න ඕන ඒවත් තියනව නැති ඒවත් තියනවා අම්මලා හැම දේම කියල දීලත් නරක දෙයින් බේර ගන්න බලන්නෙමේකි එහ්ම නෑ නරක දේත් කියලා දෙනවා,Neutral
කියන්න දුකයි අපෙ රටේ ලොකු තැන්වල උන් පිරිහිලා ඉවරයි බලයට ධනයට ආගම ජාතිය විකුණනවා උන් දන්නෙ නැ උන්ට වෙන්නේ මොකක්ද කියල මෙවට වගකිවයුතු වන්නේ ඉහළ පෙලෙ ඉන්න උන් අපෙ ආගම ජාතිය විනාස කරන සක්කිලින්ට කන්න ගූත් නැතිවෙනව කාලකන්නි,offensive
මූ පෝස්ට් එක දැක්ක ගමන් ගෙනත් දෙන්න ඇත්තේ සල්ලි බලාගෙන බන් නැත්නම් ජීවිතේට දෙන්නේ නෑ ගෙනත් දුන්නට සල්ලි ගත්ත එකනම් අනුමත කරන්න බෑ ලැප් එක අනිත් දේවල් හම්බ උන එක ලොකු දෙයක් තමා සල්ලි නොගත්තනම් වටිනාකම කියලා වැඩක් නෑ,Neutral
අකුසල් මූලයන් වැඩෙන මේ වගේ මිත්‍යාමය මත දේවල් පස්සේ යන්න එපා බුදුන් වහන්සේ දෙසූ නිවැරදිම මග යන උතුම් සිල්වත්වූ භික්ශූන් වහන්සේලා ඉන්නවා ලංකාවේ මිනිස් වාසයෙන් වෙන් වෙලා රහතන් වහන්සේ නමක්ගේ උස් මිටිකන් නෑ මෙහෙම යූ ටියුබ් චැනල් වලට ඇවිල්ලා මම රහත් කියලා පංපෝරි ගහන්නේ නෑ මේ දේවල් පස්සේ ගිහින් නිරය මග පාදගන්න එපා  🙏,Neutral
ඉරාජ් : හාමුදුරුවනේ ඇයි මේ මඩකලපුවට ඇවිත් කිසිම දේශපාලකයෙක් උදව් කරන් නැත්තේ ඔබ වහන්සේට පාර්ලිමේන්තුවේ නම් සිංහලයා ගැන බෞද්ධයා ගැන ඒ අය කතා කරනවා අම්පිටියේ සුමනරතන හාමුදුරුවෝ  මම වගකීමෙන් කියන්නේ පුතේ කිසිම දේශපාලකයෙක් අපි ගැන බලන් නෑ එන්නෙත් නෑ මේකට හැබැයි ගෝඨාභය රාජපක්ෂ මහත්තයා මට සෑහෙන්න උදව් කරා හරියට තාත්තා කෙනෙක් වගේ  ❤ 🙏,Neutral
ලංකාවේ උන්ට මේවා මැජික් උනාට පිටරට ඉන්න උන්ට නම් මේවා නිකං ⁣ලමා චිත්‍රපටි වගේ බං,Neutral
ඔබ වහන්සේට මාගේ නමස්කරය වේවා තෙරුවන් සරනයි ඔබ වහන්සෙගේ බන හරි පැහැදිලි අහන්න අහන්න ආසයි 🙏 🙏 🙏,Neutral
මේ වීඩියෝ එක බලලා පිට්පොකට් ගැහිල්ල බලන්න එන්න අද දැම්මේ අලුත් එක උනු උනු ඒවා,Neutral
සරාගී ගැහැනිය සමග නිදන්නට සියලුම පිරිමින් කැමතී නමුත් දීග යන්නේ ගෞරවය රැකගත් ගැහැනිය සමග පමනයී,Neutral
අන්න ඒක නිසා තමයි ලන්කාව තුන්වෙනි ලෝකෙ රටක් වෙලා නොර්වේ පලවෙනි ලෝකේ රටක් වෙලා තියෙන්නෙ,Neutral
මුන්ට ගෑනු දෙතුන් දෙනෙක් ඉන්නවා ඒ හින්ද කොච්චර පඩි දුන්නත් මදි නවතින නවතින තැන ගෑනු,Neutral
හොදම වැඩේ කිසිම පකේ දේශපාලන පකයෙක් කිසිම දේකට ආරාදනා කරන්න හොද නෑ මේව හොද වැඩ,Neutral
මම නම් අහල තියෙන්නෙ තද රස්නෙන් තියා අයන් කරන්න තියා තද අවුවෙ වෙලන්න හොදත් නැලූ ,Neutral
මාළිගාවත්ත ජුම්මා මුස්ලිම් පල්ලියෙන් අද හොයාගත්ත කියන ආයුධ කඩු කිනිසි තවත් මුන්ව හුරතල් කර කර ඉන්නැතිව සුම්මා වෙලා යන්න නොදුන්නොත් අපිට රටක් ජාතියක් නැතිවෙන එකනම් වැඩි ඈතක නොවේ මහජනතාවගේ අහිංසක බලාපොරොත්තු පිරුණු ඡන්ද අරගෙන පොරොන්දු කෝටියක් දීලා නේද බලයට එනවා ඒ ගත්තු බලයෙන් මුදලට කෑදර නොවී බලයට කෑදර නොවී මේ සිංහල රට මැරෙන්න කලින් බේරලා දීලා මැරිලා යන එක සිංහල දේශපාලඥයන්ගේ යුතුකම මේ අහිංසක රට බිල්ලට දෙද්දි මේ රටේ වගකිවයුත්තන්ට යන්න අපායක් නැතිවෙලා යයි එම නිසා අපේ හදවතේ ඔබතුමා පණයි ජිවත් වෙන්නෙ,Neutral
මේකත් ගොං ආතල් එකක් නං මේ වගේ හිඟන වැඩ වලට ආයේ චාන්ස් එකක් දෙන්න එපා මචංලා දේශපාලඥයොන්ට අමතරව දැන් මේ යූටියුබ් සල්ලි හිඟන්නො තමයි රට කන්නෙ උඹලගෙ ඔලු ගෙඩි එක එක චැනල් කාරයොන්ට පාවිච්චි කරන්න දෙන්න එපා,Neutral
නිවන් සුව සහ නිත්‍යා සැතපීම පතමු  ☸️  ✝️  ☸️  ✝️  🙏 🙏 🙏 මේ අවුරුද්ද මහා කාලකන්ණි අවුරුද්දක් ලෙඩ රෝගයි හදිසි අනතුරුයි අපි පරෙස්සම් වෙමු,Neutral
අල්ලා ගස් බල්ලා හුකල්ලා මුහම්මද් ගේ පැටවු මැ රේවා මේ පින් වත ශුද්ධ හුකල්ලා ගේ හුකාරිස් වාක්‍ය යේ හුකල්ලා පඩයකින් දුන්න පනිවිඩයයි,Hate
